index	headword	pos	definition	notes:bookkeeping	Transcription:Armenian	Transcription	UR	Declension class	Verb Regularity	Regular category	Subclass	Class number
52030	սարագործութիւն	noun	Business of a harness-maker.		սարագործութիւն		Rսար-ա+Rգործ-ութիւն	Suffix utjun				
52031	սարադափնի	noun	(bot.) Mountain laurel.		սարադափնի		Rսար-ա+Rդափնի	Regular?				
52032	սարակ	noun	Monticule, hill, hillock.		սարակ		Rսար-ակ	Regular?				
52033	սարակինոս	noun	Saracen.		սարակինոս		Rսարակինոս	Regular?				
52034	սարահարթ	noun	Upland, tableland; flat-topped.		սարահարթ		Rսար-ա+Rհարթ	Regular?				
52035	սարանալ	verb neutre	To deign, to condescend, to vouchsafe.		սարանալ		Rսար-ա-ն-ա-լ		Regular	Inchoative		20
52036	սարանուք	noun	Hood.		սարանուք		Rսար-անուք	Regular?				
52037	սարապետ	noun	Prince.		սարապետ		Rսար-ա+Rպետ	Regular?				
52038	Սարապիս	noun	Serapis.		սարապիս		Rսարապիս	Regular?				
52039	սարաս	noun	Form, fashion, manner, custom.		սարաս		Rսարաս	Regular?				
52040	սարասիլ	verb neutre	Destined to, to be affected by.		սարասիլ		Rսարաս-ի-լ		Regular	I-Class	Basic	4
52041	սարատակ	noun	(թռչուն) Marsh harrier, duck-hawk.		սարատակ		Rսար-ա+Rտակ	Regular?				
52042	սարատան	noun	(med.) Cancer.		սարատան		Rսարատան	Regular?				
52043	սարաւանդ	noun	Cape, headland, promontory, foreland.		սարավանդ		Rսար+Rավանդ	Regular?				
52044	սարաւանդակ	noun	see Սարաւանդ։		սարավանդակ		Rսար+Rավանդ-ակ	Regular?				
52045	սարաւանդիլ	verb neutre	To sit on a high place, to perch.		սարավանդիլ		Rսար+Rավանդ-ի-լ		Regular	I-Class	Basic	4
52046	սարաւոյթ	noun	High palace, edifice built on high.		սարավույթ		Rսարավույթ	Regular?				
52047	սարդ	noun	(bot.) Cedar of Lebanon, laurel, sweet bay.		սարդ		Rսարդ	Regular?				
52048	սարդ	noun	Spider.		սարդ		Rսարդ	Regular?				
52049	սարդաբան	noun	Arachnologist.		սարդաբան		Rսարդ-ա+Rբան	Regular?				
52050	սարդաբանութիւն	noun	Arachnology.		սարդաբանութիւն		Rսարդ-ա+Rբան-ութիւն	Suffix utjun				
52051	սարդաբոյն	noun	Cobweb.		սարդաբույն		Rսարդ-ա+Rբույն	Regular?				
52052	սարդաբոյս	noun	(bot.) Spiderwort.		սարդաբույս		Rսարդ-ա+Rբույս	Regular?				
52053	սարդազգիք	noun	Arachnida, araneina.		սարդազգիք		Rսարդ+Rազգ-իք	Regular?				
52054	սարդականեփ	noun	(bot.) Indian paper tree.		սարդականեփ		Rսարդ-ա+Rկանեփ	Regular?				
52055	սարդակեր	adjective	Arachnophagous.		սարդակեր		Rսարդ-ա+Rկեր	Adjective				
52056	սարդակերպ	adjective	Arachnid, arachnidan.		սարդակերպ		Rսարդ-ա+Rկերպ	Adjective				
52057	սարդաձեւ	adjective	Araneiform.		սարդաձեվ		Rսարդ-ա+Rձեվ	Adjective				
52058	սարդաձուկ	noun	Spider fish.		սարդաձուկ		Rսարդ-ա+Rձուկ	Irregular ner				
52059	սարդաճաճանչ	noun	Arachnactis.		սարդաճաճանչ		Rսարդ-ա+Rճաճանչ	Regular?				
52060	սարդամորթ	noun	(anat.) Exoderm.		սարդամորթ		Rսարդ-ա+Rմորթ	Regular?				
52061	սարդանկու	adjective	Woven by a spider.		սարդանկու		Rսարդ+Rանկ-ու	Adjective				
52062	սարդաշուշան	noun	Spider lily.		սարդաշուշան		Rսարդ-ա+Rշուշան	Regular?				
52063	սարդեայք	noun	Araneina.		սարդյայք		Rսարդ-յայք	Regular?				
52064	սարդեղունգ	noun	Sardonyx.		սարդեղունգ		Rսարդ+Rեղունգ	Regular?				
52065	սարդենի	noun	(bot.) Cedar of Lebanon, laurel, sweet bay.		սարդենի		Rսարդ-ենի	Regular?				
52067	սարդի	noun	(bot.) Cedar of Lebanon, laurel, sweet bay.		սարդի		Rսարդի	Regular?				
52068	սարդիոն	noun	Cornelian stone.		սարդիյոն		Rսարդիյոն	Regular?				
52069	սարդիոստայն	noun	Web, cobweb, spider's web.		սարդիվոստայն		Rսարդ-ի+Rոստայն	Regular?				
52070	սարդնեպսակ	noun	Laureate, prize winner.		սարդնեպսակ		Rսարդի-ա+Rպսակ	Regular?				
52071	սարդոյ	noun	(bot.) Marsh crowfort.		սարդո		Rսարդո	Regular?				
52072	սարդոնեան	adjective	Sardonian.		սարդոնյան		Rսարդոն-յան	Adjective				
52073	սարդոստայն	noun	Web, cobweb, spider's web.		սարդոստայն		Rսարդ+Rոստայն	Regular?				
52074	սարդոստենի	adjective	Arachnean.		սարդոստենի		Rսարդ+Rոստ-ենի	Adjective				
52075	սարեակ	noun	Blackbird, chaffinch, siskin.		սարյակ		Rսարյակ	Regular?				
52076	սարել	verb neutre	To threaten, to cry out against.		սարել		Rսար-ե-լ		Regular	E-Class		2
52077	սարեկիկ	noun	(թռչուն) Bullfinch.		սարեկիկ		Rսարեկիկ	Regular?				
52078	սարիկ	noun	(թռչուն) Blackbird.		սարիկ		Rսարիկ	Regular?				
52079	սարիք	noun	Belting, chain, ties, fetters, cord.		սարիք		Rսարիք	Regular?				
52080	սարկաղնի	noun	(bot.) Gall oak.		սարկաղնի		Rսար+Rկաղին-ի	Regular?				
52081	սարկարան	noun	Cup, goblet, crater.		սարկարան		Rսարկարան	Regular?				
52082	սարկաւագ	noun	Deacon, servant.		սարկավագ		Rսարկավագ	Regular?				
52083	սարկաւագական	adjective	Deaconal.		սարկավագական		Rսարկավագ-ական	Adjective				
52084	սարկաւագակից	noun	Fellow deacon.		սարկավագակից		Rսարկավագ-ա+Rկից	Regular?				
52085	սարկաւագանոց	noun	see Սարկաւագարան։		սարկավագանոց		Rսարկավագ-անոց	Regular?				
52086	սարկաւագապետ	noun	Archdeacon.		սարկավագապետ		Rսարկավագ-ա+Rպետ	Regular?				
52087	սարկաւագապետութիւն	noun	Archdeaconship.		սարկավագապետութիւն		Rսարկավագ-ա+Rպետ-ութիւն	Suffix utjun				
52088	սարկաւագատուն	noun	Diaconicon, diaconicum, vestry room.		սարկավագատուն		Rսարկավագ-ա+Rտուն	Irregular -a-				
52089	սարկաւագարան	noun	Diaconicon, diaconicum, vestry room.		սարկավագարան		Rսարկավագ-արան	Regular?				
52090	սարկաւագիլ	verb neutre	To become deacon, to serve to.		սարկավագիլ		Rսարկավագ-ի-լ		Regular	I-Class	Basic	4
52091	սարկաւագութիւն	noun	Deaconate, deaconry, deaconship; service.		սարկավագութիւն		Rսարկավագ-ութիւն	Suffix utjun				
52092	սարկաւագուհի	noun	Deaconess; abbess.		սարկավագուհի		Rսարկավագ-ուհի	Regular?				
52093	սարկենի	noun	Sarcina.		սարկենի		Rսարկենի	Regular?				
52094	սարմախ	noun	(bot.) Wild orache.		սարմախ		Rսարմախ	Regular?				
52095	Սարմատիա	noun	Sarmatia.	typo from սարմատիտ	սարմատյա		Rսարմատ-յա	Regular?				
52096	սարմունակ	noun	Galoche.		սարմունակ		Rսարմ+Rունակ	Regular?				
52097	սարոյ	noun	(bot.) Cypress tree.		սարո		Rսարո	Regular?				
52098	սարոստանիք	noun	Mountaineers.		սարոստանիք		Rսար-ոստան-իք	Regular?				
52099	սարուած	noun	Apparatus, implements, utensils.		սարված		Rսարվ-ած	Regular?				
52100	սարսատել	verb active	To dry, to dry up, to parch, to season.		սարսատել		Rսարսատ-ե-լ		Regular	E-Class		2
52101	սարսատեցնել	verb active	To dry, to dry up, to parch, to season.		սարսատեցընել		Rսարսատ-ե-ցն-ե-լ		Regular	Causative	Basic	10
52102	սարսատիլ	verb neutre	To dry oneself, to dry.		սարսատիլ		Rսարսատ-ի-լ		Regular	I-Class	Basic	4
52103	սարսարակ	noun	(թռչուն) Godwit, fieldfare.		սարսարակ		Rսարսարակ	Regular?				
52104	սարսարեկ	noun	(թռչուն) Woodcock.		սարսարեկ		Rսարսարեկ	Regular?				
52105	սարսափ	noun	Horror, dread, consternation, panic, fright, terror, dismay, great fear.		սարսափ		Rսարսափ	Regular?				
52106	սարսափածին	adjective	Terrible, horrible, fearful.		սարսափածին		Rսարսափ-ա+Rծին	Adjective				
52107	սարսափահար	adjective	Dismayed, struck with consternation.		սարսափահար		Rսարսափ-ա+Rհար	Adjective				
52108	սարսափել	verb active	To strike with consternation, to dismay, to dishearten.		սարսափել		Rսարսափ-ե-լ		Regular	E-Class		2
52109	սարսափելի	adjective	Horrible, horrid, dreadful, frightful, shocking, fearful, tremendous, enormous, terrible.		սարսափելի		Rսարսափ-ե-լ-ի	Adjective				
52110	սարսափեցնել	verb active	To frighten, to terrify, to dismay, to strike with consternation, to cause to shudder or shiver with fear.		սարսափեցընել		Rսարսափ-ե-ցն-ե-լ		Regular	Causative	Basic	10
52111	սարսափեցուցիչ	adjective	Frightful, terrific, appalling.		սարսափեցուցիչ		Rսարսափ-ե-ցու-ց-իչ	Adjective				
52112	սարսափիլ	verb neutre	To fear, to shudder, to tremble, to be horror struck, seized with consternation.		սարսափիլ		Rսարսափ-ի-լ		Regular	I-Class	Basic	4
52113	սարսափիւն	noun	Horror, dread, panic, fright, terror.		սարսափիւն		Rսարսափ-իւն	Regular?				
52114	սարսափում	noun	Horror, dread, fright, panic.		սարսափում		Rսարսափ-ում	Potential -um suffix				
52115	սարսել	verb active	To shake, to totter, to disturb.		սարսել		Rսարս-ե-լ		Regular	E-Class		2
52116	սարսեցնել	verb active	To shake, to move, to disturb, to cause to totter or shiver with fear.		սարսեցընել		Rսարս-ե-ցն-ե-լ		Regular	Causative	Basic	10
52117	սարսիլ	verb neutre	To tremble, to shake, to fear, to quake, to be shaken, to totter, to stagger.		սարսիլ		Rսարս-ի-լ		Regular	I-Class	Basic	4
52119	սարսուռ	noun	Shudder, start, shivering, terror, shuddering, trembling, thrill, bound, disturbance, quivering, tremor. & (mus.) Tremolo.	manually merged entries	սարսուռ		Rսարսուռ	Regular?				
52120	սարսռաբեր	adjective	Shuddering, shivering.		սարսըռաբեր		Rսարսուռ-ա+Rբեր	Adjective				
52121	սարսռագին	adjective	Terrible, shivering, horrible.		սարսըռագին		Rսարսուռ-ագին	Adjective				
52122	սարսռազդեցիկ	adjective	Shuddering, shivering.		սարսըռազդեցիկ		Rսարսուռ+Rազդ-ե-ց-իկ	Adjective				
52123	սարսռալ	verb neutre	To shudder, to shiver, to shake, to tremble.		սարսըռալ		Rսարսուռ-ա-լ		Regular	A-Class		6
52124	սարսռալի	adjective	Terrible, horrible, dreadful.		սարսըռալի		Rսարսուռ-ա+Rլի	Adjective				
52125	սարսռալից	adjective	Dreadful, fearful, horrible.		սարսըռալից		Rսարսուռ-ա+Rլից	Adjective				
52126	սարսռացնել	verb active	To thrill, to cause to have a shivering.		սարսըռացընել		Rսարսուռ-ա-ցն-ե-լ		Regular	Causative	Basic	10
52127	սարսռելի	adjective	see Սարսռալի։		սարսըռելի		Rսարսուռ-ե-լ-ի	Adjective				
52128	սարսռիլ	verb neutre	To shudder, to shiver, to shake, to tremble.		սարսըռիլ		Rսարսուռ-ի-լ		Regular	I-Class	Basic	4
52129	սարսռոտ	adjective	Shivering, shuddering, quaking, trembling.		սարսըռոտ		Rսարսուռ-ոտ	Adjective				
52130	սարսռուտ	adjective	Shivering, shuddering, quaking, trembling.		սարսըռուտ		Rսարսուռ-ուտ	Adjective				
52131	սարտակ	noun	Height, eminence.		սարտակ		Rսարտակ	Regular?				
52132	սարտար	noun	Spider's web, cobweb.		սարտար		Rսարտար	Regular?				
52133	սարտնուլ	verb neutre	To reject, to withdraw, to retire, to abandon, to give up, to forsake.		սարտնուլ		Rսարտ-ն-ու-լ		Archaic			22
52134	սարտուցանել	verb active	To shock, to reject, to retire, to set aside, to discard, to repudiate.		սարտուցանել		Rսարտ-ուցան-ե-լ		Archaic			12
52135	սարտուցիչ	adjective	Repulsive, forbidding.		սարտուցիչ		Rսարտ-ուց-իչ	Adjective				
52136	սարտչիլ	verb neutre	see Սարտնուլ։		սարտչիլ		Rսարտ-չ-ի-լ		Irregular?			26?
52137	սարփինայ	noun	Vine arbour.		սարփինա		Rսարփինա	Regular?				
52138	սարք	noun	Furniture, garniture, trimmings.		սարք		Rսարք	Regular?				
52139	սարքաւորում	noun	Fixture, installation.		սարքավորում		Rսարք-ավոր-ում	Potential -um suffix				
52140	սարքել	verb active	To furnish.		սարքել		Rսարք-ե-լ		Regular	E-Class		2
52141	սաւան	noun	Sheet (of a bed).		սավան		Rսավան	Regular?				
52142	սաւանակտաւ	noun	Sheeting.		սավանակըտավ		Rսավան-ա+Rկտավ	Regular?				
52143	սաւառնագիտութիւն	noun	Aviation, aeronautics.		սավառնագիտութիւն		Rսավառն-ա+Rգէտ-ութիւն	Suffix utjun				
52144	սաւառնազօրք	noun	airmen.		սավառնազօրք		Rսավառն-ա+Rզօր-ք	Regular?				
52145	սաւառնաթեւ	adjective	Which hovers, flutters about, soaring.		սավառնաթեվ		Rսավառն-ա+Rթեվ	Adjective				
52146	սաւառնակ	noun	Aeroplane, plane.		սավառնակ		Rսավառն-ակ	Regular?				
52147	սաւառնակակիր	noun	Aircraft carrier.		սավառնակակիր		Rսավառն-ակ-ա+Rկիր	Regular?				
52148	սաւառնակատար	noun	Aircraft carrier.		սավառնակատար		Rսավառն-ակ-ա+Rտար	Regular?				
52149	սաւառնավայր	noun	Aerodrome.		սավառնավայր		Rսավառն-ա+Rվայր	Regular?				
52150	սաւառնատորմիղ	noun	Air fleet.		սավառնատորմիղ		Rսավառն-ա+Rտորմ-իղ	Regular?				
52151	սաւառնիլ	verb neutre	To soar, to hover, to fly about, to flutter about, to flap the wings.		սավառնիլ		Rսավառն-ի-լ		Regular	I-Class	Basic	4
52152	սաւառնում	noun	Flight, soaring, flapping.		սավառնում		Rսավառն-ում	Potential -um suffix				
52153	սաւոք	noun	(bot.) Black poplar.		սավոք		Rսավոք	Regular?				
52154	սափառնիա	noun	(bot.) Sparrowgrass.		սափառնիյա		Rսափառնիյա	regular				
52155	սափասուտ	adjective	Lying, untrue, false, deceitful.		սափասուտ		Rսափ-աԺսուտ	Adjective				
52156	սափիրայ	noun	Sapphire.		սափիրա		Rսափիրա	Regular?				
52157	սափոր	noun	Urn, pitcher, jar, jug, amphora.		սափոր		Rսափոր	Regular?				
52158	սափորակ	noun	Little pitcher.		սափորակ		Rսափոր-ակ	Regular?				
52159	սափորատունկ	noun	(bot.) Pitcher plant.		սափորատունկ		Rսափոր-ա+Rտունկ	Regular?				
52160	սափրաձուկ	noun	Barber fish.		սափրաձուկ		Rսափր-ա+Rձուկ	Irregular ner				
52161	սափրանոց	noun	Barber's shop.		սափրանոց		Rսափր-անոց	Regular?				
52162	սափրել	verb active	To shave, to cut down.		սափրել		Rսափր-ե-լ		Regular	E-Class		2
52163	սափրիչ	noun	Barber, shaver, hairdresser.		սափրիչ		Rսափր-իչ	Regular?				
52164	սափրումն	noun	Shaving, hairdressing.		սափրումըն		Rսափր-ումն	Potential -um(n) suffix				
52165	սափրչութիւն	noun	Barber's art.		սափըրչութիւն		Rսափր-իչ-ութիւն	Suffix utjun				
